[INFO 2017-07-19 19:35:26,538 demo.py:145] Namespace(batch_size=64, bg_move=False, bg_noise=0.5, bidirection=False, data='mnist', display=False, fg_noise=0.1, image_size=32, init_model_path='', learning_rate=0.001, method='unsupervised', motion_range=2, motion_type='translation', num_frame=3, num_objects=2, save_dir='./', save_display=False, save_display_dir='./', test=False, test_epoch=10, test_gt=False, test_interval=100, train=True, train_epoch=2000)
[INFO 2017-07-19 19:35:28,865 demo.py:63] epoch 0, train loss: 32125.46, average train loss: 32125.46, base loss: 17328.53
[INFO 2017-07-19 19:35:29,158 demo.py:63] epoch 1, train loss: 31383.34, average train loss: 31754.40, base loss: 17827.42
[INFO 2017-07-19 19:35:29,448 demo.py:63] epoch 2, train loss: 30132.57, average train loss: 31213.79, base loss: 17849.15
[INFO 2017-07-19 19:35:29,739 demo.py:63] epoch 3, train loss: 28235.84, average train loss: 30469.30, base loss: 17422.64
[INFO 2017-07-19 19:35:30,029 demo.py:63] epoch 4, train loss: 28318.45, average train loss: 30039.13, base loss: 17638.49
[INFO 2017-07-19 19:35:30,319 demo.py:63] epoch 5, train loss: 26849.32, average train loss: 29507.50, base loss: 17539.93
[INFO 2017-07-19 19:35:30,610 demo.py:63] epoch 6, train loss: 26034.14, average train loss: 29011.30, base loss: 17510.68
[INFO 2017-07-19 19:35:30,900 demo.py:63] epoch 7, train loss: 25263.42, average train loss: 28542.82, base loss: 17520.41
[INFO 2017-07-19 19:35:31,191 demo.py:63] epoch 8, train loss: 24326.15, average train loss: 28074.30, base loss: 17647.96
[INFO 2017-07-19 19:35:31,480 demo.py:63] epoch 9, train loss: 22836.78, average train loss: 27550.55, base loss: 17583.66
[INFO 2017-07-19 19:35:31,768 demo.py:63] epoch 10, train loss: 22257.31, average train loss: 27069.34, base loss: 17600.73
[INFO 2017-07-19 19:35:32,057 demo.py:63] epoch 11, train loss: 21110.35, average train loss: 26572.76, base loss: 17521.47
[INFO 2017-07-19 19:35:32,347 demo.py:63] epoch 12, train loss: 20391.64, average train loss: 26097.29, base loss: 17533.89
[INFO 2017-07-19 19:35:32,637 demo.py:63] epoch 13, train loss: 19433.22, average train loss: 25621.28, base loss: 17478.75
[INFO 2017-07-19 19:35:32,925 demo.py:63] epoch 14, train loss: 18415.00, average train loss: 25140.87, base loss: 17487.01
[INFO 2017-07-19 19:35:33,213 demo.py:63] epoch 15, train loss: 18026.72, average train loss: 24696.23, base loss: 17488.04
[INFO 2017-07-19 19:35:33,500 demo.py:63] epoch 16, train loss: 17232.11, average train loss: 24257.17, base loss: 17550.38
[INFO 2017-07-19 19:35:33,789 demo.py:63] epoch 17, train loss: 16325.06, average train loss: 23816.49, base loss: 17545.90
[INFO 2017-07-19 19:35:34,078 demo.py:63] epoch 18, train loss: 15446.39, average train loss: 23375.96, base loss: 17509.11
[INFO 2017-07-19 19:35:34,367 demo.py:63] epoch 19, train loss: 14890.58, average train loss: 22951.69, base loss: 17454.94
[INFO 2017-07-19 19:35:34,657 demo.py:63] epoch 20, train loss: 14309.61, average train loss: 22540.16, base loss: 17409.25
[INFO 2017-07-19 19:35:34,948 demo.py:63] epoch 21, train loss: 14163.83, average train loss: 22159.42, base loss: 17439.06
[INFO 2017-07-19 19:35:35,235 demo.py:63] epoch 22, train loss: 13480.30, average train loss: 21782.07, base loss: 17423.06
[INFO 2017-07-19 19:35:35,524 demo.py:63] epoch 23, train loss: 13537.12, average train loss: 21438.53, base loss: 17500.13
[INFO 2017-07-19 19:35:35,813 demo.py:63] epoch 24, train loss: 12520.81, average train loss: 21081.82, base loss: 17507.20
[INFO 2017-07-19 19:35:36,102 demo.py:63] epoch 25, train loss: 11942.62, average train loss: 20730.31, base loss: 17497.41
[INFO 2017-07-19 19:35:36,391 demo.py:63] epoch 26, train loss: 11346.82, average train loss: 20382.78, base loss: 17451.49
[INFO 2017-07-19 19:35:36,679 demo.py:63] epoch 27, train loss: 11927.59, average train loss: 20080.80, base loss: 17470.55
[INFO 2017-07-19 19:35:36,967 demo.py:63] epoch 28, train loss: 11243.41, average train loss: 19776.07, base loss: 17448.49
[INFO 2017-07-19 19:35:37,257 demo.py:63] epoch 29, train loss: 11064.53, average train loss: 19485.68, base loss: 17444.38
[INFO 2017-07-19 19:35:37,546 demo.py:63] epoch 30, train loss: 10606.09, average train loss: 19199.24, base loss: 17443.65
[INFO 2017-07-19 19:35:37,838 demo.py:63] epoch 31, train loss: 10567.84, average train loss: 18929.51, base loss: 17428.27
[INFO 2017-07-19 19:35:38,128 demo.py:63] epoch 32, train loss: 10617.60, average train loss: 18677.64, base loss: 17431.08
[INFO 2017-07-19 19:35:38,416 demo.py:63] epoch 33, train loss: 10384.79, average train loss: 18433.73, base loss: 17420.32
[INFO 2017-07-19 19:35:38,705 demo.py:63] epoch 34, train loss: 9957.46, average train loss: 18191.55, base loss: 17424.88
[INFO 2017-07-19 19:35:38,994 demo.py:63] epoch 35, train loss: 10111.63, average train loss: 17967.11, base loss: 17425.41
[INFO 2017-07-19 19:35:39,283 demo.py:63] epoch 36, train loss: 9797.96, average train loss: 17746.32, base loss: 17418.93
[INFO 2017-07-19 19:35:39,573 demo.py:63] epoch 37, train loss: 9826.06, average train loss: 17537.89, base loss: 17400.98
[INFO 2017-07-19 19:35:39,861 demo.py:63] epoch 38, train loss: 9838.49, average train loss: 17340.47, base loss: 17391.42
[INFO 2017-07-19 19:35:40,152 demo.py:63] epoch 39, train loss: 9338.88, average train loss: 17140.43, base loss: 17368.88
[INFO 2017-07-19 19:35:40,442 demo.py:63] epoch 40, train loss: 9807.36, average train loss: 16961.58, base loss: 17365.71
[INFO 2017-07-19 19:35:40,733 demo.py:63] epoch 41, train loss: 9549.56, average train loss: 16785.10, base loss: 17365.45
[INFO 2017-07-19 19:35:41,024 demo.py:63] epoch 42, train loss: 8679.32, average train loss: 16596.59, base loss: 17344.60
[INFO 2017-07-19 19:35:41,314 demo.py:63] epoch 43, train loss: 9345.74, average train loss: 16431.80, base loss: 17350.68
[INFO 2017-07-19 19:35:41,605 demo.py:63] epoch 44, train loss: 9396.25, average train loss: 16275.46, base loss: 17359.85
[INFO 2017-07-19 19:35:41,896 demo.py:63] epoch 45, train loss: 8999.23, average train loss: 16117.28, base loss: 17351.98
[INFO 2017-07-19 19:35:42,186 demo.py:63] epoch 46, train loss: 8369.76, average train loss: 15952.44, base loss: 17316.83
[INFO 2017-07-19 19:35:42,476 demo.py:63] epoch 47, train loss: 9616.05, average train loss: 15820.43, base loss: 17339.92
[INFO 2017-07-19 19:35:42,767 demo.py:63] epoch 48, train loss: 8880.40, average train loss: 15678.79, base loss: 17324.91
[INFO 2017-07-19 19:35:43,058 demo.py:63] epoch 49, train loss: 9645.46, average train loss: 15558.13, base loss: 17329.14
[INFO 2017-07-19 19:35:43,348 demo.py:63] epoch 50, train loss: 8730.84, average train loss: 15424.26, base loss: 17319.31
[INFO 2017-07-19 19:35:43,638 demo.py:63] epoch 51, train loss: 8854.43, average train loss: 15297.92, base loss: 17303.44
[INFO 2017-07-19 19:35:43,928 demo.py:63] epoch 52, train loss: 8861.56, average train loss: 15176.48, base loss: 17303.43
[INFO 2017-07-19 19:35:44,219 demo.py:63] epoch 53, train loss: 8692.06, average train loss: 15056.39, base loss: 17300.34
[INFO 2017-07-19 19:35:44,508 demo.py:63] epoch 54, train loss: 9035.27, average train loss: 14946.92, base loss: 17309.76
[INFO 2017-07-19 19:35:44,799 demo.py:63] epoch 55, train loss: 8916.85, average train loss: 14839.24, base loss: 17309.82
[INFO 2017-07-19 19:35:45,088 demo.py:63] epoch 56, train loss: 8726.96, average train loss: 14732.01, base loss: 17302.19
[INFO 2017-07-19 19:35:45,377 demo.py:63] epoch 57, train loss: 8789.73, average train loss: 14629.55, base loss: 17306.87
[INFO 2017-07-19 19:35:45,665 demo.py:63] epoch 58, train loss: 8833.15, average train loss: 14531.31, base loss: 17302.00
[INFO 2017-07-19 19:35:45,954 demo.py:63] epoch 59, train loss: 8862.61, average train loss: 14436.83, base loss: 17310.44
[INFO 2017-07-19 19:35:46,242 demo.py:63] epoch 60, train loss: 8606.37, average train loss: 14341.25, base loss: 17304.54
[INFO 2017-07-19 19:35:46,531 demo.py:63] epoch 61, train loss: 8106.58, average train loss: 14240.69, base loss: 17284.65
[INFO 2017-07-19 19:35:46,820 demo.py:63] epoch 62, train loss: 8586.21, average train loss: 14150.94, base loss: 17283.44
[INFO 2017-07-19 19:35:47,109 demo.py:63] epoch 63, train loss: 8196.36, average train loss: 14057.90, base loss: 17270.41
[INFO 2017-07-19 19:35:47,398 demo.py:63] epoch 64, train loss: 8298.86, average train loss: 13969.30, base loss: 17271.80
[INFO 2017-07-19 19:35:47,687 demo.py:63] epoch 65, train loss: 8582.57, average train loss: 13887.68, base loss: 17275.27
[INFO 2017-07-19 19:35:47,975 demo.py:63] epoch 66, train loss: 8467.38, average train loss: 13806.78, base loss: 17277.40
[INFO 2017-07-19 19:35:48,263 demo.py:63] epoch 67, train loss: 8438.75, average train loss: 13727.84, base loss: 17280.32
[INFO 2017-07-19 19:35:48,552 demo.py:63] epoch 68, train loss: 7747.70, average train loss: 13641.17, base loss: 17257.05
[INFO 2017-07-19 19:35:48,840 demo.py:63] epoch 69, train loss: 8322.17, average train loss: 13565.18, base loss: 17258.44
[INFO 2017-07-19 19:35:49,129 demo.py:63] epoch 70, train loss: 8419.36, average train loss: 13492.71, base loss: 17236.51
[INFO 2017-07-19 19:35:49,417 demo.py:63] epoch 71, train loss: 8482.97, average train loss: 13423.13, base loss: 17236.62
[INFO 2017-07-19 19:35:49,707 demo.py:63] epoch 72, train loss: 8379.30, average train loss: 13354.03, base loss: 17228.66
[INFO 2017-07-19 19:35:49,994 demo.py:63] epoch 73, train loss: 8581.31, average train loss: 13289.54, base loss: 17239.09
[INFO 2017-07-19 19:35:50,283 demo.py:63] epoch 74, train loss: 9142.87, average train loss: 13234.25, base loss: 17258.30
[INFO 2017-07-19 19:35:50,573 demo.py:63] epoch 75, train loss: 8082.66, average train loss: 13166.46, base loss: 17255.67
[INFO 2017-07-19 19:35:50,862 demo.py:63] epoch 76, train loss: 8284.37, average train loss: 13103.06, base loss: 17252.46
[INFO 2017-07-19 19:35:51,151 demo.py:63] epoch 77, train loss: 8425.62, average train loss: 13043.09, base loss: 17262.49
[INFO 2017-07-19 19:35:51,441 demo.py:63] epoch 78, train loss: 8351.29, average train loss: 12983.70, base loss: 17254.28
[INFO 2017-07-19 19:35:51,731 demo.py:63] epoch 79, train loss: 7985.46, average train loss: 12921.23, base loss: 17244.93
[INFO 2017-07-19 19:35:52,022 demo.py:63] epoch 80, train loss: 8257.08, average train loss: 12863.64, base loss: 17245.89
[INFO 2017-07-19 19:35:52,311 demo.py:63] epoch 81, train loss: 8295.58, average train loss: 12807.94, base loss: 17235.44
[INFO 2017-07-19 19:35:52,600 demo.py:63] epoch 82, train loss: 8718.87, average train loss: 12758.67, base loss: 17240.50
[INFO 2017-07-19 19:35:52,889 demo.py:63] epoch 83, train loss: 8080.41, average train loss: 12702.98, base loss: 17236.02
[INFO 2017-07-19 19:35:53,178 demo.py:63] epoch 84, train loss: 8394.44, average train loss: 12652.29, base loss: 17229.02
[INFO 2017-07-19 19:35:53,466 demo.py:63] epoch 85, train loss: 7733.19, average train loss: 12595.09, base loss: 17218.46
[INFO 2017-07-19 19:35:53,756 demo.py:63] epoch 86, train loss: 8179.01, average train loss: 12544.33, base loss: 17217.13
[INFO 2017-07-19 19:35:54,044 demo.py:63] epoch 87, train loss: 7663.98, average train loss: 12488.87, base loss: 17201.33
[INFO 2017-07-19 19:35:54,332 demo.py:63] epoch 88, train loss: 7985.69, average train loss: 12438.27, base loss: 17190.97
[INFO 2017-07-19 19:35:54,623 demo.py:63] epoch 89, train loss: 8115.81, average train loss: 12390.25, base loss: 17192.09
